02:24:19,301 main INFO Loading fonts.
02:24:19,302 main INFO Loading sound files.
02:24:19,358 main INFO Loading textures.
02:24:19,378 main INFO Creating UI.
02:24:19,379 main DEBUG Showing main menu.
02:24:19,379 main DEBUG Clearing old menu screen.
02:24:19,379 main DEBUG No main menu to clear
02:24:21,470 main DEBUG Playing sound 'click'
02:24:22,714 main DEBUG Playing sound 'click'
02:24:22,870 main INFO Starting a new game.
02:24:22,871 main DEBUG Load screen.
02:24:22,879 main DEBUG Removing old particle system.
02:24:22,879 main DEBUG 'GameWindow' object has no attribute 'flame_emitter_group'
02:24:22,980 main DEBUG Removing obstacles from game grid.
02:24:23,158 main DEBUG generating new grid
02:24:23,162 main DEBUG removed 129 grid points for towers
02:24:23,162 main DEBUG removed 127 grid points for no walk
02:24:23,255 main DEBUG Pathfinding successful!
02:24:23,255 main DEBUG Steps: 23
02:24:26,577 main DEBUG Towers: 1
02:24:26,578 main DEBUG generating new grid
02:24:26,581 main DEBUG removed 130 grid points for towers
02:24:26,581 main DEBUG removed 127 grid points for no walk
02:24:26,667 main DEBUG Pathfinding successful!
02:24:26,667 main DEBUG Steps: 24
02:24:26,667 main DEBUG New path for grid: True
02:24:39,361 main DEBUG Spawning mob ID315: 80.0hp, 1.8spd
02:24:39,361 main DEBUG Spawning mob ID316: 300.0hp, 0.9spd
02:24:39,361 main DEBUG Spawning mob ID317: 300.0hp, 1.25spd
02:24:39,362 main DEBUG Spawning mob ID318: 400.0hp, 1.0spd
02:24:39,362 main DEBUG Spawning mob ID319: 120.0hp, 0.9spd
02:24:39,363 main DEBUG Spawning mob ID320: 900.0hp, 0.5spd
02:24:39,363 main DEBUG Spawning mob ID321: 800.0hp, 0.8spd
02:24:39,363 main DEBUG Spawning mob ID322: 900.0hp, 1.0spd
02:24:39,364 main DEBUG Spawning mob ID323: 2000.0hp, 0.5spd
02:24:39,623 main DEBUG Reached pos (3, 13), new target is (3, 12)
02:24:39,625 main DEBUG Spawning mob ID324: 14.0hp, 1.0spd
02:24:39,625 main DEBUG Spawning mob ID325: 35.0hp, 0.9spd
02:24:39,626 main DEBUG Spawning mob ID326: 180.0hp, 0.6spd
02:24:39,626 main DEBUG Spawning mob ID327: 80.0hp, 1.8spd
02:24:39,627 main DEBUG Spawning mob ID328: 300.0hp, 0.9spd
02:24:39,627 main DEBUG Spawning mob ID329: 300.0hp, 1.25spd
02:24:39,627 main DEBUG Spawning mob ID330: 400.0hp, 1.0spd
02:24:39,628 main DEBUG Spawning mob ID331: 120.0hp, 0.9spd
02:24:39,628 main DEBUG Spawning mob ID332: 900.0hp, 0.5spd
02:24:39,628 main DEBUG Spawning mob ID333: 800.0hp, 0.8spd
02:24:39,629 main DEBUG Spawning mob ID334: 900.0hp, 1.0spd
02:24:39,629 main DEBUG Spawning mob ID335: 2000.0hp, 0.5spd
02:24:39,822 main DEBUG Reached pos (3, 13), new target is (3, 12)
02:24:39,889 main DEBUG Playing sound 'bang1'
02:24:39,889 main DEBUG Playing sound 'bang1'
02:24:39,892 main DEBUG Spawning mob ID336: 14.0hp, 1.0spd
02:24:39,892 main DEBUG Spawning mob ID337: 35.0hp, 0.9spd
02:24:39,892 main DEBUG Spawning mob ID338: 180.0hp, 0.6spd
02:24:39,893 main DEBUG Spawning mob ID339: 80.0hp, 1.8spd
02:24:39,893 main DEBUG Spawning mob ID340: 300.0hp, 0.9spd
02:24:39,894 main DEBUG Spawning mob ID341: 300.0hp, 1.25spd
02:24:39,894 main DEBUG Spawning mob ID342: 400.0hp, 1.0spd
02:24:39,894 main DEBUG Spawning mob ID343: 120.0hp, 0.9spd
02:24:39,895 main DEBUG Spawning mob ID344: 900.0hp, 0.5spd
02:24:39,895 main DEBUG Spawning mob ID345: 800.0hp, 0.8spd
02:24:39,896 main DEBUG Spawning mob ID346: 900.0hp, 1.0spd
02:24:39,897 main DEBUG Spawning mob ID347: 2000.0hp, 0.5spd
02:24:40,122 main DEBUG Reached pos (3, 13), new target is (3, 12)
02:24:40,157 main DEBUG Spawning mob ID348: 14.0hp, 1.0spd
02:24:40,157 main DEBUG Spawning mob ID349: 35.0hp, 0.9spd
02:24:40,157 main DEBUG Spawning mob ID350: 180.0hp, 0.6spd
02:24:40,158 main DEBUG Spawning mob ID351: 80.0hp, 1.8spd
02:24:40,158 main DEBUG Spawning mob ID352: 300.0hp, 0.9spd
02:24:40,159 main DEBUG Spawning mob ID353: 300.0hp, 1.25spd
02:24:40,159 main DEBUG Spawning mob ID354: 400.0hp, 1.0spd
02:24:40,159 main DEBUG Spawning mob ID355: 120.0hp, 0.9spd
02:24:40,160 main DEBUG Spawning mob ID356: 900.0hp, 0.5spd
02:24:40,160 main DEBUG Spawning mob ID357: 800.0hp, 0.8spd
02:24:40,160 main DEBUG Spawning mob ID358: 900.0hp, 1.0spd
02:24:40,161 main DEBUG Spawning mob ID359: 2000.0hp, 0.5spd
02:24:40,414 main DEBUG Spawning mob ID360: 14.0hp, 1.0spd
02:24:40,414 main DEBUG Spawning mob ID361: 35.0hp, 0.9spd
02:24:40,415 main DEBUG Spawning mob ID362: 180.0hp, 0.6spd
02:24:40,416 main DEBUG Spawning mob ID363: 80.0hp, 1.8spd
02:24:40,417 main DEBUG Spawning mob ID364: 300.0hp, 0.9spd
02:24:40,417 main DEBUG Spawning mob ID365: 300.0hp, 1.25spd
02:24:40,418 main DEBUG Spawning mob ID366: 400.0hp, 1.0spd
02:24:40,418 main DEBUG Spawning mob ID367: 120.0hp, 0.9spd
02:24:40,419 main DEBUG Spawning mob ID368: 900.0hp, 0.5spd
02:24:40,419 main DEBUG Spawning mob ID369: 800.0hp, 0.8spd
02:24:40,420 main DEBUG Spawning mob ID370: 900.0hp, 1.0spd
02:24:40,420 main DEBUG Spawning mob ID371: 2000.0hp, 0.5spd
02:24:40,672 main DEBUG Spawning mob ID372: 14.0hp, 1.0spd
02:24:40,673 main DEBUG Spawning mob ID373: 35.0hp, 0.9spd
02:24:40,673 main DEBUG Spawning mob ID374: 180.0hp, 0.6spd
02:24:40,673 main DEBUG Spawning mob ID375: 80.0hp, 1.8spd
02:24:40,674 main DEBUG Spawning mob ID376: 300.0hp, 0.9spd
02:24:40,674 main DEBUG Spawning mob ID377: 300.0hp, 1.25spd
02:24:40,675 main DEBUG Spawning mob ID378: 400.0hp, 1.0spd
02:24:40,675 main DEBUG Spawning mob ID379: 120.0hp, 0.9spd
02:24:40,675 main DEBUG Spawning mob ID380: 900.0hp, 0.5spd
02:24:40,676 main DEBUG Spawning mob ID381: 800.0hp, 0.8spd
02:24:40,676 main DEBUG Spawning mob ID382: 900.0hp, 1.0spd
02:24:40,677 main DEBUG Spawning mob ID383: 2000.0hp, 0.5spd
02:24:40,837 main DEBUG Reached pos (3, 12), new target is (3, 11)
02:24:40,929 main DEBUG Spawning mob ID384: 14.0hp, 1.0spd
02:24:40,930 main DEBUG Spawning mob ID385: 35.0hp, 0.9spd
02:24:40,930 main DEBUG Spawning mob ID386: 180.0hp, 0.6spd
02:24:40,931 main DEBUG Spawning mob ID387: 80.0hp, 1.8spd
02:24:40,932 main DEBUG Spawning mob ID388: 300.0hp, 0.9spd
02:24:40,933 main DEBUG Spawning mob ID389: 300.0hp, 1.25spd
02:24:40,933 main DEBUG Spawning mob ID390: 400.0hp, 1.0spd
02:24:40,933 main DEBUG Spawning mob ID391: 120.0hp, 0.9spd
02:24:40,934 main DEBUG Spawning mob ID392: 900.0hp, 0.5spd
02:24:40,934 main DEBUG Spawning mob ID393: 800.0hp, 0.8spd
02:24:40,935 main DEBUG Spawning mob ID394: 900.0hp, 1.0spd
02:24:40,935 main DEBUG Spawning mob ID395: 2000.0hp, 0.5spd
02:24:41,69 main DEBUG Reached pos (3, 12), new target is (3, 11)
02:24:41,178 main DEBUG Spawning mob ID396: 14.0hp, 1.0spd
02:24:41,179 main DEBUG Spawning mob ID397: 35.0hp, 0.9spd
02:24:41,180 main DEBUG Spawning mob ID398: 180.0hp, 0.6spd
02:24:41,181 main DEBUG Spawning mob ID399: 80.0hp, 1.8spd
02:24:41,182 main DEBUG Spawning mob ID400: 300.0hp, 0.9spd
02:24:41,182 main DEBUG Spawning mob ID401: 300.0hp, 1.25spd
02:24:41,182 main DEBUG Spawning mob ID402: 400.0hp, 1.0spd
02:24:41,183 main DEBUG Spawning mob ID403: 120.0hp, 0.9spd
02:24:41,183 main DEBUG Spawning mob ID404: 900.0hp, 0.5spd
02:24:41,183 main DEBUG Spawning mob ID405: 800.0hp, 0.8spd
02:24:41,184 main DEBUG Spawning mob ID406: 900.0hp, 1.0spd
02:24:41,184 main DEBUG Spawning mob ID407: 2000.0hp, 0.5spd
02:24:41,252 main DEBUG Playing sound 'bang1'
02:24:41,253 main DEBUG Mob 121 died at x:508.964090241, y:461.155213054
02:24:41,253 main DEBUG Playing sound 'splat'
02:24:41,317 main DEBUG Playing sound 'bang1'
02:24:41,352 main DEBUG Reached pos (3, 12), new target is (3, 11)
02:24:41,437 main DEBUG Spawning mob ID408: 14.0hp, 1.0spd
02:24:41,437 main DEBUG Spawning mob ID409: 35.0hp, 0.9spd
02:24:41,437 main DEBUG Spawning mob ID410: 180.0hp, 0.6spd
02:24:41,438 main DEBUG Spawning mob ID411: 80.0hp, 1.8spd
02:24:41,438 main DEBUG Spawning mob ID412: 300.0hp, 0.9spd
02:24:41,438 main DEBUG Spawning mob ID413: 300.0hp, 1.25spd
02:24:41,439 main DEBUG Spawning mob ID414: 400.0hp, 1.0spd
02:24:41,439 main DEBUG Spawning mob ID415: 120.0hp, 0.9spd
02:24:41,440 main DEBUG Spawning mob ID416: 900.0hp, 0.5spd
02:24:41,440 main DEBUG Spawning mob ID417: 800.0hp, 0.8spd
02:24:41,441 main DEBUG Spawning mob ID418: 900.0hp, 1.0spd
02:24:41,442 main DEBUG Spawning mob ID419: 2000.0hp, 0.5spd
02:24:41,702 main DEBUG Spawning mob ID420: 14.0hp, 1.0spd
02:24:41,702 main DEBUG Spawning mob ID421: 35.0hp, 0.9spd
02:24:41,703 main DEBUG Spawning mob ID422: 180.0hp, 0.6spd
02:24:41,703 main DEBUG Spawning mob ID423: 80.0hp, 1.8spd
02:24:41,703 main DEBUG Spawning mob ID424: 300.0hp, 0.9spd
02:24:41,704 main DEBUG Spawning mob ID425: 300.0hp, 1.25spd
02:24:41,704 main DEBUG Spawning mob ID426: 400.0hp, 1.0spd
02:24:41,704 main DEBUG Spawning mob ID427: 120.0hp, 0.9spd
02:24:41,705 main DEBUG Spawning mob ID428: 900.0hp, 0.5spd
02:24:41,705 main DEBUG Spawning mob ID429: 800.0hp, 0.8spd
02:24:41,706 main DEBUG Spawning mob ID430: 900.0hp, 1.0spd
02:24:41,706 main DEBUG Spawning mob ID431: 2000.0hp, 0.5spd
02:24:41,969 main DEBUG Spawning mob ID432: 14.0hp, 1.0spd
02:24:41,969 main DEBUG Spawning mob ID433: 35.0hp, 0.9spd
02:24:41,969 main DEBUG Spawning mob ID434: 180.0hp, 0.6spd
02:24:41,970 main DEBUG Spawning mob ID435: 80.0hp, 1.8spd
02:24:41,970 main DEBUG Spawning mob ID436: 300.0hp, 0.9spd
02:24:41,971 main DEBUG Spawning mob ID437: 300.0hp, 1.25spd
02:24:41,971 main DEBUG Spawning mob ID438: 400.0hp, 1.0spd
02:24:41,972 main DEBUG Spawning mob ID439: 120.0hp, 0.9spd
02:24:41,972 main DEBUG Spawning mob ID440: 900.0hp, 0.5spd
02:24:41,973 main DEBUG Spawning mob ID441: 800.0hp, 0.8spd
02:24:41,974 main DEBUG Spawning mob ID442: 900.0hp, 1.0spd
02:24:41,975 main DEBUG Spawning mob ID443: 2000.0hp, 0.5spd
02:24:42,251 main DEBUG Spawning mob ID444: 14.0hp, 1.0spd
02:24:42,251 main DEBUG Spawning mob ID445: 35.0hp, 0.9spd
02:24:42,251 main DEBUG Spawning mob ID446: 180.0hp, 0.6spd
02:24:42,252 main DEBUG Spawning mob ID447: 80.0hp, 1.8spd
02:24:42,252 main DEBUG Spawning mob ID448: 300.0hp, 0.9spd
02:24:42,252 main DEBUG Spawning mob ID449: 300.0hp, 1.25spd
02:24:42,253 main DEBUG Spawning mob ID450: 400.0hp, 1.0spd
02:24:42,253 main DEBUG Spawning mob ID451: 120.0hp, 0.9spd
02:24:42,253 main DEBUG Spawning mob ID452: 900.0hp, 0.5spd
02:24:42,254 main DEBUG Spawning mob ID453: 800.0hp, 0.8spd
02:24:42,254 main DEBUG Spawning mob ID454: 900.0hp, 1.0spd
02:24:42,255 main DEBUG Spawning mob ID455: 2000.0hp, 0.5spd
02:24:42,461 main DEBUG Reached pos (3, 11), new target is (3, 10)
02:24:42,496 main DEBUG Spawning mob ID456: 14.0hp, 1.0spd
02:24:42,496 main DEBUG Spawning mob ID457: 35.0hp, 0.9spd
02:24:42,497 main DEBUG Spawning mob ID458: 180.0hp, 0.6spd
02:24:42,498 main DEBUG Spawning mob ID459: 80.0hp, 1.8spd
02:24:42,498 main DEBUG Spawning mob ID460: 300.0hp, 0.9spd
02:24:42,498 main DEBUG Spawning mob ID461: 300.0hp, 1.25spd
02:24:42,499 main DEBUG Spawning mob ID462: 400.0hp, 1.0spd
02:24:42,499 main DEBUG Spawning mob ID463: 120.0hp, 0.9spd
02:24:42,499 main DEBUG Spawning mob ID464: 900.0hp, 0.5spd
02:24:42,500 main DEBUG Spawning mob ID465: 800.0hp, 0.8spd
02:24:42,500 main DEBUG Spawning mob ID466: 900.0hp, 1.0spd
02:24:42,501 main DEBUG Spawning mob ID467: 2000.0hp, 0.5spd
02:24:42,694 main DEBUG Playing sound 'bang1'
02:24:42,727 main DEBUG Reached pos (3, 11), new target is (3, 10)
02:24:42,729 main DEBUG Spawning mob ID468: 14.0hp, 1.0spd
02:24:42,730 main DEBUG Spawning mob ID469: 35.0hp, 0.9spd
02:24:42,731 main DEBUG Spawning mob ID470: 180.0hp, 0.6spd
02:24:42,731 main DEBUG Spawning mob ID471: 80.0hp, 1.8spd
02:24:42,731 main DEBUG Spawning mob ID472: 300.0hp, 0.9spd
02:24:42,732 main DEBUG Spawning mob ID473: 300.0hp, 1.25spd
02:24:42,732 main DEBUG Spawning mob ID474: 400.0hp, 1.0spd
02:24:42,733 main DEBUG Spawning mob ID475: 120.0hp, 0.9spd
02:24:42,733 main DEBUG Spawning mob ID476: 900.0hp, 0.5spd
02:24:42,733 main DEBUG Spawning mob ID477: 800.0hp, 0.8spd
02:24:42,734 main DEBUG Spawning mob ID478: 900.0hp, 1.0spd
02:24:42,734 main DEBUG Spawning mob ID479: 2000.0hp, 0.5spd
02:24:42,761 main DEBUG Playing sound 'bang1'
02:24:42,995 main DEBUG Spawning mob ID480: 14.0hp, 1.0spd
02:24:42,996 main DEBUG Spawning mob ID481: 35.0hp, 0.9spd
02:24:42,996 main DEBUG Spawning mob ID482: 180.0hp, 0.6spd
02:24:42,997 main DEBUG Spawning mob ID483: 80.0hp, 1.8spd
02:24:42,997 main DEBUG Spawning mob ID484: 300.0hp, 0.9spd
02:24:42,998 main DEBUG Spawning mob ID485: 300.0hp, 1.25spd
02:24:42,998 main DEBUG Spawning mob ID486: 400.0hp, 1.0spd
02:24:42,999 main DEBUG Spawning mob ID487: 120.0hp, 0.9spd
02:24:42,999 main DEBUG Spawning mob ID488: 900.0hp, 0.5spd
02:24:42,999 main DEBUG Spawning mob ID489: 800.0hp, 0.8spd
02:24:43,0 main DEBUG Spawning mob ID490: 900.0hp, 1.0spd
02:24:43,0 main DEBUG Spawning mob ID491: 2000.0hp, 0.5spd
02:24:43,194 main INFO AI current gold: 15
02:24:43,245 main DEBUG Spawning mob ID492: 14.0hp, 1.0spd
02:24:43,246 main DEBUG Spawning mob ID493: 35.0hp, 0.9spd
02:24:43,247 main DEBUG Spawning mob ID494: 180.0hp, 0.6spd
02:24:43,247 main DEBUG Spawning mob ID495: 80.0hp, 1.8spd
02:24:43,247 main DEBUG Spawning mob ID496: 300.0hp, 0.9spd
02:24:43,248 main DEBUG Spawning mob ID497: 300.0hp, 1.25spd
02:24:43,248 main DEBUG Spawning mob ID498: 400.0hp, 1.0spd
02:24:43,248 main DEBUG Spawning mob ID499: 120.0hp, 0.9spd
02:24:43,249 main DEBUG Spawning mob ID500: 900.0hp, 0.5spd
02:24:43,249 main DEBUG Spawning mob ID501: 800.0hp, 0.8spd
02:24:43,250 main DEBUG Spawning mob ID502: 900.0hp, 1.0spd
02:24:43,250 main DEBUG Spawning mob ID503: 2000.0hp, 0.5spd
02:24:43,504 main DEBUG Spawning mob ID504: 14.0hp, 1.0spd
02:24:43,505 main DEBUG Spawning mob ID505: 35.0hp, 0.9spd
02:24:43,506 main DEBUG Spawning mob ID506: 180.0hp, 0.6spd
02:24:43,507 main DEBUG Spawning mob ID507: 80.0hp, 1.8spd
02:24:43,508 main DEBUG Spawning mob ID508: 300.0hp, 0.9spd
02:24:43,508 main DEBUG Spawning mob ID509: 300.0hp, 1.25spd
02:24:43,509 main DEBUG Spawning mob ID510: 400.0hp, 1.0spd
02:24:43,509 main DEBUG Spawning mob ID511: 120.0hp, 0.9spd
02:24:43,509 main DEBUG Spawning mob ID512: 900.0hp, 0.5spd
02:24:43,510 main DEBUG Spawning mob ID513: 800.0hp, 0.8spd
02:24:43,510 main DEBUG Spawning mob ID514: 900.0hp, 1.0spd
02:24:43,510 main DEBUG Spawning mob ID515: 2000.0hp, 0.5spd
02:24:43,652 main DEBUG Towers: 3
02:24:43,653 main DEBUG generating new grid
02:24:43,656 main DEBUG removed 132 grid points for towers
02:24:43,657 main DEBUG removed 127 grid points for no walk
02:24:43,739 main DEBUG Pathfinding successful!
02:24:43,739 main DEBUG Steps: 26
02:24:43,739 main DEBUG New path for grid: True
02:24:43,739 main DEBUG Tower placed at [2,13]
02:24:43,751 main DEBUG Calculating paths for pf_queue.
02:24:43,751 main DEBUG Length of queue: 2.
02:24:43,751 main DEBUG Updating target for mob 492
02:24:43,751 main DEBUG currentpoint: (0, 13)
02:24:43,751 main DEBUG target_pos: (1, 13)
02:24:43,751 main DEBUG point: 0
02:24:43,751 main DEBUG New path was nearby, mob 492 rejoined it.
02:24:43,751 main DEBUG Shared path with nearby mob.
02:24:43,753 main DEBUG Spawning mob ID516: 14.0hp, 1.0spd
02:24:43,753 main DEBUG Spawning mob ID517: 35.0hp, 0.9spd
02:24:43,754 main DEBUG Spawning mob ID518: 180.0hp, 0.6spd
02:24:43,755 main DEBUG Spawning mob ID519: 80.0hp, 1.8spd
02:24:43,756 main DEBUG Spawning mob ID520: 300.0hp, 0.9spd
02:24:43,756 main DEBUG Spawning mob ID521: 300.0hp, 1.25spd
02:24:43,756 main DEBUG Spawning mob ID522: 400.0hp, 1.0spd
02:24:43,757 main DEBUG Spawning mob ID523: 120.0hp, 0.9spd
02:24:43,757 main DEBUG Spawning mob ID524: 900.0hp, 0.5spd
02:24:43,757 main DEBUG Spawning mob ID525: 800.0hp, 0.8spd
02:24:43,758 main DEBUG Spawning mob ID526: 900.0hp, 1.0spd
02:24:43,758 main DEBUG Spawning mob ID527: 2000.0hp, 0.5spd
02:24:43,844 main DEBUG Playing sound 'bang1'
02:24:43,884 main DEBUG Reached pos (3, 10), new target is (3, 9)
02:24:43,885 main DEBUG Reached pos (0, 13), new target is (0, 13)
02:24:43,927 main DEBUG Reached pos (0, 13), new target is (1, 14)
02:24:44,44 main DEBUG Spawning mob ID528: 14.0hp, 1.0spd
02:24:44,44 main DEBUG Spawning mob ID529: 35.0hp, 0.9spd
02:24:44,44 main DEBUG Spawning mob ID530: 180.0hp, 0.6spd
02:24:44,45 main DEBUG Spawning mob ID531: 80.0hp, 1.8spd
02:24:44,45 main DEBUG Spawning mob ID532: 300.0hp, 0.9spd
02:24:44,45 main DEBUG Spawning mob ID533: 300.0hp, 1.25spd
02:24:44,46 main DEBUG Spawning mob ID534: 400.0hp, 1.0spd
02:24:44,46 main DEBUG Spawning mob ID535: 120.0hp, 0.9spd
02:24:44,47 main DEBUG Spawning mob ID536: 900.0hp, 0.5spd
02:24:44,47 main DEBUG Spawning mob ID537: 800.0hp, 0.8spd
02:24:44,48 main DEBUG Spawning mob ID538: 900.0hp, 1.0spd
02:24:44,48 main DEBUG Spawning mob ID539: 2000.0hp, 0.5spd
02:24:44,126 main DEBUG Reached pos (0, 13), new target is (0, 13)
02:24:44,177 main DEBUG Reached pos (3, 10), new target is (3, 9)
02:24:44,178 main DEBUG Reached pos (0, 13), new target is (1, 14)
02:24:44,226 main DEBUG Playing sound 'bang1'
02:24:44,293 main DEBUG Spawning mob ID540: 14.0hp, 1.0spd
02:24:44,294 main DEBUG Spawning mob ID541: 35.0hp, 0.9spd
02:24:44,294 main DEBUG Spawning mob ID542: 180.0hp, 0.6spd
02:24:44,295 main DEBUG Spawning mob ID543: 80.0hp, 1.8spd
02:24:44,295 main DEBUG Spawning mob ID544: 300.0hp, 0.9spd
02:24:44,295 main DEBUG Spawning mob ID545: 300.0hp, 1.25spd
02:24:44,296 main DEBUG Spawning mob ID546: 400.0hp, 1.0spd
02:24:44,296 main DEBUG Spawning mob ID547: 120.0hp, 0.9spd
02:24:44,296 main DEBUG Spawning mob ID548: 900.0hp, 0.5spd
02:24:44,297 main DEBUG Spawning mob ID549: 800.0hp, 0.8spd
02:24:44,297 main DEBUG Spawning mob ID550: 900.0hp, 1.0spd
02:24:44,298 main DEBUG Spawning mob ID551: 2000.0hp, 0.5spd
02:24:44,299 main DEBUG Playing sound 'bang1'
02:24:44,550 main DEBUG Spawning mob ID552: 14.0hp, 1.0spd
02:24:44,550 main DEBUG Spawning mob ID553: 35.0hp, 0.9spd
02:24:44,551 main DEBUG Spawning mob ID554: 180.0hp, 0.6spd
02:24:44,552 main DEBUG Spawning mob ID555: 80.0hp, 1.8spd
02:24:44,553 main DEBUG Spawning mob ID556: 300.0hp, 0.9spd
02:24:44,553 main DEBUG Spawning mob ID557: 300.0hp, 1.25spd
02:24:44,554 main DEBUG Spawning mob ID558: 400.0hp, 1.0spd
02:24:44,554 main DEBUG Spawning mob ID559: 120.0hp, 0.9spd
02:24:44,555 main DEBUG Spawning mob ID560: 900.0hp, 0.5spd
02:24:44,555 main DEBUG Spawning mob ID561: 800.0hp, 0.8spd
02:24:44,555 main DEBUG Spawning mob ID562: 900.0hp, 1.0spd
02:24:44,556 main DEBUG Spawning mob ID563: 2000.0hp, 0.5spd
02:24:44,825 main DEBUG Spawning mob ID564: 14.0hp, 1.0spd
02:24:44,825 main DEBUG Spawning mob ID565: 35.0hp, 0.9spd
02:24:44,826 main DEBUG Spawning mob ID566: 180.0hp, 0.6spd
02:24:44,826 main DEBUG Spawning mob ID567: 80.0hp, 1.8spd
02:24:44,827 main DEBUG Spawning mob ID568: 300.0hp, 0.9spd
02:24:44,827 main DEBUG Spawning mob ID569: 300.0hp, 1.25spd
02:24:44,827 main DEBUG Spawning mob ID570: 400.0hp, 1.0spd
02:24:44,828 main DEBUG Spawning mob ID571: 120.0hp, 0.9spd
02:24:44,828 main DEBUG Spawning mob ID572: 900.0hp, 0.5spd
02:24:44,828 main DEBUG Spawning mob ID573: 800.0hp, 0.8spd
02:24:44,829 main DEBUG Spawning mob ID574: 900.0hp, 1.0spd
02:24:44,830 main DEBUG Spawning mob ID575: 2000.0hp, 0.5spd
02:24:45,92 main DEBUG Spawning mob ID576: 14.0hp, 1.0spd
02:24:45,92 main DEBUG Spawning mob ID577: 35.0hp, 0.9spd
02:24:45,93 main DEBUG Spawning mob ID578: 180.0hp, 0.6spd
02:24:45,93 main DEBUG Spawning mob ID579: 80.0hp, 1.8spd
02:24:45,94 main DEBUG Spawning mob ID580: 300.0hp, 0.9spd
02:24:45,94 main DEBUG Spawning mob ID581: 300.0hp, 1.25spd
02:24:45,95 main DEBUG Spawning mob ID582: 400.0hp, 1.0spd
02:24:45,95 main DEBUG Spawning mob ID583: 120.0hp, 0.9spd
02:24:45,95 main DEBUG Spawning mob ID584: 900.0hp, 0.5spd
02:24:45,96 main DEBUG Spawning mob ID585: 800.0hp, 0.8spd
02:24:45,97 main DEBUG Spawning mob ID586: 900.0hp, 1.0spd
02:24:45,98 main DEBUG Spawning mob ID587: 2000.0hp, 0.5spd
02:24:45,347 main DEBUG Spawning mob ID588: 14.0hp, 1.0spd
02:24:45,347 main DEBUG Spawning mob ID589: 35.0hp, 0.9spd
02:24:45,348 main DEBUG Spawning mob ID590: 180.0hp, 0.6spd
02:24:45,349 main DEBUG Spawning mob ID591: 80.0hp, 1.8spd
02:24:45,349 main DEBUG Spawning mob ID592: 300.0hp, 0.9spd
02:24:45,350 main DEBUG Spawning mob ID593: 300.0hp, 1.25spd
02:24:45,351 main DEBUG Spawning mob ID594: 400.0hp, 1.0spd
02:24:45,352 main DEBUG Spawning mob ID595: 120.0hp, 0.9spd
02:24:45,352 main DEBUG Spawning mob ID596: 900.0hp, 0.5spd
02:24:45,353 main DEBUG Spawning mob ID597: 800.0hp, 0.8spd
02:24:45,353 main DEBUG Spawning mob ID598: 900.0hp, 1.0spd
02:24:45,354 main DEBUG Spawning mob ID599: 2000.0hp, 0.5spd
02:24:45,380 main DEBUG Reached pos (3, 9), new target is (3, 8)
02:24:45,419 main DEBUG Playing sound 'bang1'
02:24:45,597 main DEBUG Spawning mob ID600: 14.0hp, 1.0spd
02:24:45,598 main DEBUG Spawning mob ID601: 35.0hp, 0.9spd
02:24:45,599 main DEBUG Spawning mob ID602: 180.0hp, 0.6spd
02:24:45,600 main DEBUG Spawning mob ID603: 80.0hp, 1.8spd
02:24:45,601 main DEBUG Spawning mob ID604: 300.0hp, 0.9spd
02:24:45,601 main DEBUG Spawning mob ID605: 300.0hp, 1.25spd
02:24:45,602 main DEBUG Spawning mob ID606: 400.0hp, 1.0spd
02:24:45,602 main DEBUG Spawning mob ID607: 120.0hp, 0.9spd
02:24:45,603 main DEBUG Spawning mob ID608: 900.0hp, 0.5spd
02:24:45,603 main DEBUG Spawning mob ID609: 800.0hp, 0.8spd
02:24:45,603 main DEBUG Spawning mob ID610: 900.0hp, 1.0spd
02:24:45,604 main DEBUG Spawning mob ID611: 2000.0hp, 0.5spd
02:24:45,679 main DEBUG Reached pos (3, 9), new target is (3, 8)
02:24:45,719 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:24:45,796 main DEBUG Playing sound 'bang1'
02:24:45,869 main DEBUG Spawning mob ID612: 14.0hp, 1.0spd
02:24:45,869 main DEBUG Spawning mob ID613: 35.0hp, 0.9spd
02:24:45,870 main DEBUG Spawning mob ID614: 180.0hp, 0.6spd
02:24:45,871 main DEBUG Spawning mob ID615: 80.0hp, 1.8spd
02:24:45,871 main DEBUG Spawning mob ID616: 300.0hp, 0.9spd
02:24:45,872 main DEBUG Spawning mob ID617: 300.0hp, 1.25spd
02:24:45,872 main DEBUG Spawning mob ID618: 400.0hp, 1.0spd
02:24:45,872 main DEBUG Spawning mob ID619: 120.0hp, 0.9spd
02:24:45,873 main DEBUG Spawning mob ID620: 900.0hp, 0.5spd
02:24:45,873 main DEBUG Spawning mob ID621: 800.0hp, 0.8spd
02:24:45,873 main DEBUG Spawning mob ID622: 900.0hp, 1.0spd
02:24:45,874 main DEBUG Spawning mob ID623: 2000.0hp, 0.5spd
02:24:45,895 main DEBUG Playing sound 'bang1'
02:24:45,962 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:24:46,130 main DEBUG Spawning mob ID624: 14.0hp, 1.0spd
02:24:46,130 main DEBUG Spawning mob ID625: 35.0hp, 0.9spd
02:24:46,132 main DEBUG Spawning mob ID626: 180.0hp, 0.6spd
02:24:46,132 main DEBUG Spawning mob ID627: 80.0hp, 1.8spd
02:24:46,133 main DEBUG Spawning mob ID628: 300.0hp, 0.9spd
